Ticker,Name,Exchange,categoryName,categoryNr
YDAB.MU,YUE DA MINING HLDGS,MUN,Industrial Metals & Minerals,133
BRLI,Bio-Reference Laboratories Inc.,NMS,,0
INDOCO.NS,Indoco Remedies Limited,NSI,Drug Manufacturers - Major,510
WVYC.F,WAVE SYSTEMS-A,FRA,,0
PFNX,Pfenex Inc.,ASE,Biotechnology,515
EXQ.CO,Exiqon A/S,CPH,Biotechnology,515
ZGSI,"Zero Gravity Solutions, Inc.",PNK,,0
LOW,"Lowe's Companies, Inc.",NYQ,Home Improvement Stores,736
AERT,"Advanced Environmental Recycling Technologies, Inc.",PNK,"Lumber, Wood Production",632
H7T.SG,Hutchison China MediTech Ltd.,STU,,0
3DM.AX,Mach7 Technologies Limited,ASX,Medical Instruments & Supplies,520
XRFSF,XRF SCIENTIFIC,PNK,,0
TSEM,Tower Semiconductor Ltd.,NMS,Semiconductor - Integrated Circuits,833
MKZ-UN.TO,Mackenzie Master Limited Partnership,TOR,Asset Management,422
PEFDF,Delfi Limited,PNK,,0
VISESHINF.NS,MPS Infotecnics Limited,,Information Technology Services,824
VAC,Marriott Vacations Worldwide Corp.,NYQ,Resorts & Casinos,711
2XI.F,XIWANG SPECIAL STEE,FRA,,0
GF8.SG,OPAP,STU,Gaming Activities,714
VRNA.JK,Verena Multi Finance Tbk.,JKT,,0
ET82.BE,AETERNA ZENTARIS,BER,,0
DWSN,Dawson Geophysical Company,NMS,Oil & Gas Equipment & Services,124
HSE-PC.TO,HUSKY ENERGY INC PREF SERIES 3,TOR,,0
MSOVF,Greatbanks Resources Ltd.,PNK,,0
SKYD.SG,,,,0
YCZ.F,CAMERON INTL,FRA,,0
CLB1.F,JUNIPER PHARMACTCLS,FRA,,0
DLS.AX,"Drillsearch Energy, Ltd.",ASX,,0
SHPHF,Sihuan Pharmaceutical Holdings Group Ltd.,PNK,,0
ZYDEN.BO,Zyden Gentec Ltd.,BSE,Drug Manufacturers - Major,510
VANTEL.BO,VANTEL TECHNOLOGIES LTD.,BSE,,0
C7Y.F,CHINA YURUN FOOD GP,FRA,Food - Major Diversified,340
TO7.F,TOYOBO,FRA,Specialty Chemicals,113
DNLM.L,Dunelm Group plc,LSE,"Specialty Retail, Other",745
PIFFY,PT Indofood CBP Sukses Makmur Tbk,PNK,,0
EVV,Eaton Vance Limited Duration Income Fund,ASE,Asset Management,422
TTMRF,TTM RES INC,PNK,,0
ZVB.F,ZIGNAGO VETRO,FRA,Packaging & Containers,325
SRCLP,"Stericycle, Inc.",NMS,,0
4804.TWO,DA LUE INTL HLDG TWD10,TWO,,0
MEK.V,Metals Creek Resources Corp.,VAN,Industrial Metals & Minerals,133
COKE,Coca-Cola Bottling Co. Consolidated,NMS,Beverages - Soft Drinks,348
LZB,La-Z-Boy Incorporated,NYQ,Home Furnishings & Fixtures,311
TRI.TO,Thomson Reuters Corporation,TOR,Publishing - Newspapers,727
NBR,Nabors Industries Ltd.,NYQ,Oil & Gas Drilling & Exploration,123
ZCT1.DE,Zimtu Capital Corp.,GER,Asset Management,422
HBANP,Huntington Bancshares Incorporated,NMS,,0
XDRC,XEDAR CORP,PNK,,0
AMPH,"Amphastar Pharmaceuticals, Inc.",NMS,Drug Manufacturers - Other,511
STJN.MX,ST. JAMES'S,MEX,,0
ZPLKRR-A,,ASX,,0
SBMO.AS,SBM OFFSHORE,AMS,,0
PIM,Putnam Master Intermediate Income Trust,NYQ,Closed-End Fund - Debt,425
BIG.AX,Big Un Limited,ASX,Entertainment - Diversified,722
SKC.NZ,Sky City Entertainment Group Ltd.,NZE,Resorts & Casinos,711
IWQ.F,51 JOBS SP ADR,FRA,Staffing & Outsourcing Services,764
B,Barnes Group Inc.,NYQ,Industrial Equipment & Components,621
MPSP,"MedPro Safety Products, Inc.",PNK,Medical Instruments & Supplies,520
BOPH,"Bohai Pharmaceuticals Group, Inc.",PNK,,0
CMW.AX,Cromwell Property Group,ASX,REIT - Office,441
0KDD.L,Vocento,LSE,,0
GTGR,"Golden Tech Group, Ltd.",PNK,,0
STVAF,SANTOVA LOGISTICS,PNK,,0
AU8U.SI,CapitaLand Retail China Trust,SES,REIT - Retail,446
XCW.F,CATTOLICA ASS,FRA,Property & Casualty Insurance,432
HTBX,"Heat Biologics, Inc.",NCM,Biotechnology,515
OYM1.BE,ODYSSEY MARINE,BER,,0
BBF,BlackRock Municipal Income Investment Trust,NYQ,Closed-End Fund - Debt,425
0909-OL.HK,ZHONGDA INT'L,HKG,,0
1JS.F,SHIELD THERAPEUTICS,FRA,,0
M1A.BE,MMI HOLDINGS,BER,,0
JYHW,"JayHawk Energy, Inc.",PNK,Oil & Gas Drilling & Exploration,123
WETM,Westmountain Alternative Energy Inc,OBB,,0
NEFF,Neff Corp.,NYQ,Rental & Leasing Services,761
SRS.F,CANADIAN ZINC,FRA,Industrial Metals & Minerals,133
NOD.OL,Nordic Semiconductor ASA,OSL,Semiconductor Equipment & Materials,834
OMF,"OneMain Holdings, Inc.",NYQ,,0
WIR-U.TO,WPT INDUSTRIAL REIT USD,TOR,,0
RGD1.BE,RANDGOLD & EXPLOR,BER,,0
CHRW,CH Robinson Worldwide Inc.,NMS,Air Delivery & Freight Services,773
NEM.DE,Nemetschek SE,GER,Technical & System Software,822
SZCD.L,Suez Cement Company SAE,IOB,General Building Materials,634
RVDM,Riverdale Mining Inc.,PNK,,0
HEI.F,HEIDELBERGCEMENT,FRA,General Building Materials,634
ZFIN.BE,ZURICH INSUR GRP N,BER,Property & Casualty Insurance,432
CSTE,CaesarStone Sdot-Yam Ltd.,NMS,General Building Materials,634
HSHY34F.SA,The Hershey Company,SAO,Confectioners,345
DIMC,"Dimeco, Inc.",PNK,Regional - Northeast Banks,411
LE.V,Lariat Energy Ltd.,VAN,Oil & Gas Drilling & Exploration,123
PFV.HA,PFEIFFER VACU TECH,HAN,Diversified Machinery,622
KVIL,"Kidville, Inc.",PNK,,0
MOBI,Sky-mobi Limited,NGM,Application Software,821
GWW,"W.W. Grainger, Inc.",NYQ,Industrial Equipment Wholesale,752
KDB.DU,KBC GR,DUS,Money Center Banks,410
QIT1.F,CIT GROUP,FRA,Regional - Midwest Banks,414
XVIVO.ST,Xvivo Perfusion AB (publ),STO,,0
SACRF,SA CORPORATE REAL ES,PNK,,0
ORL.AX,OrotonGroup Limited,ASX,Apparel Stores,730
FMBJ,"First Menasha Bancshares, Inc.",PNK,,0
RTIX,RTI Surgical Inc.,NMS,Medical Appliances & Equipment,521
KAMART.BK,Karmarts Public Company Limited,SET,,0
FLWS,1-800-Flowers.com Inc.,NMS,"Specialty Retail, Other",745
TLP,Transmontaigne Partners L.P.,NYQ,Oil & Gas Pipelines,125
S21.SI,Genting Hong Kong Limited,SES,"Recreational Goods, Other",317
BKIA.MC,BANKIA SA,MCE,,0
KAVVERITEL.BO,KAVVERI TELECOM PRODUCTS LTD.,BSE,,0
METRO.IS,Metro Ticari ve Mali Yatirimlar Holding A.S.,IST,,0
DREF.L,Duet Real Estate Finance Limited,LSE,Asset Management,422
MBWM,Mercantile Bank Corp.,NMS,Regional - Midwest Banks,414
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",NYQ,,0
BSAC,Banco Santander-Chile,NYQ,Money Center Banks,410
UNI.V,Unisync Corp.,VAN,,0
CALA,"Calithera Biosciences, Inc.",NMS,Biotechnology,515
CAA,"CalAtlantic Group, Inc.",NYQ,,0
HUNT.L,Hunters Property Group Limited,LSE,,0
2302764.BE,BCP FIN PERP NCNVP,BER,,0
MLSML.PA,Smalto Holding SA,PAR,,0
BNJ,BlackRock New Jersey Municipal Income Trust,NYQ,Closed-End Fund - Debt,425
SGMR.DE,STMicroelectronics NV,GER,Semiconductor - Broad Line,830
OLV.AX,Otherlevels Holdings Limited,ASX,Business Software & Services,826
ORAP.PA,Orapi,PAR,Specialty Chemicals,113
LNNNF,LEONI AG,PNK,,0
8225.HK,C HEALTH GP,HKG,Drug Manufacturers - Major,510
ADN.SI,First Sponsor Group Limited,SES,,0
BVN,CompaÃ±Ã­a de Minas Buenaventura S.A.A.,NYQ,Industrial Metals & Minerals,133
8003-OL.HK,GREAT WORLD,HKG,,0
VSTM,"Verastem, Inc.",NGM,Biotechnology,515
OZTCF,Oil Optimization Inc.,PNK,,0
GARWALLROP.NS,GARWARE WALL ROPES INR10,NSI,,0
0827-OL.HK,KO YO GROUP,HKG,,0
FRE.NZ,Freightways Limited,NZE,Air Delivery & Freight Services,773
FXI.L,Fusionex International Plc,LSE,Business Software & Services,826
SNSY6.SA,SANSUY      PNB,SAO,,0
1250.HK,BE CLEAN ENERGY,HKG,,0
LOCM,Local Corporation,NCM,,0
OXBC,Oxford Bank Corporation,PNK,Regional - Midwest Banks,414
YAHOY,Yahoo Japan Corporation,PNK,,0
0303.HK,Vtech Holdings Ltd.,HKG,Communication Equipment,841
GCFB,Granite City Food & Brewery Ltd.,PNK,Restaurants,712
LAXMIMACH-EQ.NS,LAKSHMI MACHINE WORKS LIMITED,NSI,,0
ZSV.DU,SILVER STANDARD RES,DUS,Silver,135
RCG,"RENN Fund, Inc.",ASE,Asset Management,422
SDP.L,Schroder Asia Pacific Ord,LSE,Asset Management,422
104830.KQ,"Wonik Materials Co., Ltd.",KOE,,0
CBK.DE,Commerzbank AG,GER,Money Center Banks,410
RY4B.DU,,,,0
CLRBW,"Cellectar Biosciences, Inc.",NCM,,0
SPND,Spindletop Oil & Gas Co.,PNK,Independent Oil & Gas,121
EDPFY,"EDP-Energias de Portugal, S.A.",PNK,,0
AB,AllianceBernstein Holding L.P.,NYQ,Asset Management,422
TTE.AX,TTE Petroleum Limited,ASX,Independent Oil & Gas,121
QK9.BE,QLIK TECH,BER,Business Software & Services,826
ENVV,Envoy Group Corp.,OBB,Conglomerates,210
OSTIY,Oesterreichische Post AG,PNK,,0
022100.KQ,Posco ICT Company Ltd.,KOE,,0
E4GA.BE,EVER-GLORY INTL,BER,,0
O1BC.DE,XING AG,GER,Internet Information Providers,851
YHO.MU,YAHOO,MUN,Internet Information Providers,851
BERK,Berkshire Bancorp Inc.,PNK,Regional - Northeast Banks,411
HGJH11.SA,Cshg Jhsf Prime Offices Fundo De Investimento Imobiliario,SAO,,0
TGR.BE,YUM BRANDS,BER,Restaurants,712
STP.F,STAPLES,FRA,"Specialty Retail, Other",745
BDJ,BlackRock Enhanced Equity Dividend Trust,NYQ,Closed-End Fund - Equity,426
EEXXF,Energy XXI Ltd.,PNK,,0
ABCD,"Cambium Learning Group, Inc.",NCM,Education & Training Services,766
VIBHA.BK,Vibhavadi Medical Center Public Company Limited,SET,,0
FOR.TO,Fortune Bay Corp.,TOR,Industrial Metals & Minerals,133
PGEM,"Ply Gem Holdings, Inc",NYQ,General Building Materials,634
KALU,Kaiser Aluminum Corporation,NMS,Aluminum,132
GJF.F,ZHONG FA ZHAN HLDGS,FRA,Jewelry Stores,742
NO8F.EX,NATL OILWELL VARCO,EUX,,0
QNIFTY.NS,Quantum Index ETF,NSI,,0
VNGE,Vanguard Energy Corporation,PNK,Major Integrated Oil & Gas,120
TEY.F,TERADYNE,FRA,Semiconductor Equipment & Materials,834
DWNF.EX,DEUTSCHE WOHNEN,EUX,,0
SON1.HM,SONY,HAM,,0
CHDRAUIB.MX,"Grupo Comercial Chedraui, S.A.B. DE C.V.",MEX,Grocery Stores,734
ONE.V,01 Communique Laboratory Inc.,VAN,Technical & System Software,822
TSOCF,"Taisei Oncho Co., Ltd.",PNK,,0
VWS.SG,VESTAS WIND SYSTEMS,STU,Diversified Machinery,622
FNF,"Fidelity National Financial, Inc.",NYQ,Surety & Title Insurance,433
THFF,First Financial Corp.,NMS,Regional - Midwest Banks,414
7121@OM.KL,XIAN LENG HOLDINGS BHD,KLS,,0
STAN.L,Standard Chartered PLC,LSE,Money Center Banks,410
UBI.MI,Unione di Banche Italiane S.p.A.,MIL,Money Center Banks,410
ATLCF,Atlas Copco AB,PNK,,0
W5A.F,WESCO AIRCRAFT HLDG,FRA,,0
TIM.F,ZEAL NET -NPV-,FRA,Gaming Activities,714
8061.HK,ACROSSASIA,HKG,Wireless Communications,840
CMUA.MU,CN MING YANG SP ADR,MUN,Diversified Machinery,622
WELA.F,MIGME,FRA,,0
MITEY,"Mitsubishi Estate Co., Ltd.",PNK,,0
JYSK.CO,Jyske Bank A/S,CPH,Money Center Banks,410
PDFS,PDF Solutions Inc.,NMS,Technical & System Software,822
W-B.TO,,,,0
WYGPF,WorleyParsons Limited,PNK,,0
MEURV.AS,MUENCH RUECKVERS N,AMS,,0
GOAU4.SA,Metalurgica Gerdau S.A.,SAO,,0
TR4.BE,TRACTOR SUPPLY,BER,"Specialty Retail, Other",745
MMM.F,3M,FRA,Diversified Machinery,622
IPU.L,INVESCO Perpetual UK Smaller Companies Investment Trust plc,LSE,Asset Management,422
FRA.DE,Fraport AG,GER,Heavy Construction,635
AX9.BE,AKEBIA THERAPEUTICS,BER,,0
PADAMCO.BO,Padam Cotton Yarns Limited,BSE,Textile Industrial,628
AWI,"Armstrong World Industries, Inc.",NYQ,General Building Materials,634
AIRM,Air Methods Corp.,NMS,"Air Services, Other",772
PPJ.BE,PEPCO HOLDINGS,BER,,0
IDC.V,International Datacasting Corporation,VAN,,0
HHY-UN.TO,HIGH ROCK CDN HIGH YIELD BOND F,TOR,,0
AFRVF,African Bank Investments Limited,PNK,,0
SPIDY,SEPTENI HOLDINGS CO,PNK,,0
FUJ1.MU,FUJITSU,MUN,Information Technology Services,824
PULS,Pulse Electronics Corporation,PNK,,0
MGRC,McGrath Rentcorp,NMS,Rental & Leasing Services,761
ZFSTEERING.BO,Z.F.STEERING GEAR (INDIA) LTD.,BSE,,0
WRAP,"WrapMail, Inc.",PNK,,0
IZ8A.F,AFRICAN OXYGEN,FRA,Chemicals - Major Diversified,110
044490.KQ,Taewoong Co. Ltd.,KOE,,0
JSNSF,J Sainsbury plc,PNK,,0
CRJ.TO,"Claude Resources, Inc.",TOR,Gold,134
CPB,Campbell Soup Company,NYQ,Processed & Packaged Goods,342
CUTR,"Cutera, Inc.",NMS,Medical Appliances & Equipment,521
SAMKRG.BO,Samkrg Pistons and Rings Limited,BSE,Auto Parts,333
BAFYY,Balfour Beatty plc,PNK,,0
CJREF,Corus Entertainment Inc.,PNK,,0
YGO.SG,PIONEER ENERGY SVCS,STU,Oil & Gas Drilling & Exploration,123
03045X.TW,YUANTA SECURITIES C/W 08/12/15(,TAI,,0
VG,Vonage Holdings Corporation,NYQ,Diversified Communication Services,846
SIRO,Sirona Dental Systems Inc.,NMS,,0
OPGX,Optigenex Inc.,PNK,,0
PBP.AX,Probiotec Limited,ASX,Drugs - Generic,512
STE-R.ST,Stora Enso Oyj,STO,Paper & Paper Products,324
QNNS.QA,Qatar Navigation Q.S.C.,DOH,,0
2303.TW,United Microelectronics Corporation,TAI,Semiconductor - Broad Line,830
EXPR,Express Inc.,NYQ,Apparel Stores,730
ZTX.BE,ZHUZHOU CRRC -H-,BER,Diversified Electronics,836
1C7.BE,CLOVER INDUSTRIES,BER,,0
128820.KS,"Daesung Industrial Co., Ltd.",KSC,,0
YG2.BE,CARLIN GOLD ,BER,,0
ZONN.SG,REPROS THERAPEUTICS,STU,,0
0MKW.L,Viscofan SA,LSE,,0
MGNX,"MacroGenics, Inc.",NMS,Biotechnology,515
YDOA.MC,INV.DOALCA,MCE,,0
WEYL,Weyland Tech Inc.,PNK,,0
0YYA.SG,YY SP ADR-A,STU,,0
OZM,Och-Ziff Capital Management Group LLC,NYQ,Asset Management,422
ALIOY,Actelion Ltd.,PNK,,0
PARF,Paradise Inc.,PNK,Confectioners,345
RYUN,RYU Apparel Inc.,PNK,,0
ZVF.MU,INDOFOOD AGRI RES,MUN,Farm Products,341
BOOM,Dynamic Materials Corp.,NMS,Metal Fabrication,626
UN,Unilever N.V.,NYQ,Personal Products,323
CTX.BE,CITRIX SYSTEMS,BER,Business Software & Services,826
WTT.A,,ASE,,0
WSTL,"Westell Technologies, Inc.",NMS,Communication Equipment,841
ITPOF,Intertape Polymer Group Inc.,PNK,,0
XTT.V,X-Terra Resources Inc.,VAN,Industrial Metals & Minerals,133
YM9A.BE,MAANSHAN IRON -H-,BER,Steel & Iron,130
JFJ.L,JPMorgan Japanese Ord,LSE,Asset Management,422
MG,"Mistras Group, Inc.",NYQ,Security & Protection Services,765
HYEA.F,HYSTER YALE MT-A,FRA,,0
GM,General Motors Company,NYQ,Auto Manufacturers - Major,330
TROX,Tronox Limited,NYQ,Chemicals - Major Diversified,110
MGLN,"Magellan Health, Inc.",NMS,Health Care Plans,522
IOC,InterOil Corporation,NYQ,Oil & Gas Refining & Marketing,122
TXF1.MU,PREMIER VET GRP,MUN,,0
XMY.F,MYBET HOLDING N,FRA,,0
PIR,"Pier 1 Imports, Inc.",NYQ,"Specialty Retail, Other",745
YP2.SG,"BioLineRx, Ltd.",STU,,0
CANN,General Cannabis Corp.,PNK,Property Management,448
PWRD,"Perfect World Co., Ltd.",NMS,,0
OAPD.L,OCTOPUS APOLLO-D-,LSE,,0
AXIO,Axiom Oil and Gas Corp.,PNK,Industrial Metals & Minerals,133
MX4A.F,CME GROUP-A,FRA,Asset Management,422
DEYU,"Luca, Inc.",PNK,,0
72370P.TWO,YUANTA SECURITIES P/W 06/06/16(,TWO,,0
NGHCP,National General Holdings Corp.,NGM,,0
3663-OL.HK,XIEZHONG INTL,HKG,,0
CVLY,Codorus Valley Bancorp Inc.,NGM,Regional - Northeast Banks,411
LEG.F,LEG IMMOBILIEN N,FRA,General Building Materials,634
MN.MI,Arnoldo Mondadori Editore SpA,MIL,Publishing - Newspapers,727
TEFOF,"Telefónica, S.A.",PNK,,0
MLT.AX,Milton Corporation Limited,ASX,Conglomerates,210
019680.KS,"Daekyo Co., Ltd.",KSC,,0
GIGM,GigaMedia Ltd.,NCM,Multimedia & Graphics Software,820
BRS,"Bristow Group, Inc.",NYQ,Oil & Gas Equipment & Services,124
HUL-UN.TO,US BUYBACK LEADERS FUND,TOR,,0
2881.TW,"Fubon Financial Holding Co., Ltd.",TAI,Money Center Banks,410
QPTFF,"Quest PharmaTech, Inc.",PNK,,0
MX.TO,Methanex Corporation,TOR,Chemicals - Major Diversified,110
5062.KL,Hua Yang Bhd,KLS,,0
K29.SI,Karin Technology Holdings Limited,SES,Electronics Wholesale,753
CZBS,Citizens Bancshares Corporation,PNK,Regional - Mid-Atlantic Banks,412
TARAJEWELS.NS,Tara Jewels Limited,NSI,Jewelry Stores,742
VINDHYATE.NS,Vindhya Telelinks Ltd.,,Communication Equipment,841
JFM.F,J. FRONT RETAILING,FRA,Department Stores,731
SANWARIA.NS,Sanwaria Agro Oils Limited,NSI,Farm Products,341
PRTO,Proteon Therapeutics Inc,NGM,Biotechnology,515
TLSSF,"Telesites, S.A.B. de C.V.",PNK,,0
WGK.SG,WILLIS TOWERS,STU,,0
PEB,Pebblebrook Hotel Trust,NYQ,REIT - Hotel/Motel,443
TGTX,"TG Therapeutics, Inc.",NCM,Biotechnology,515
EHP.L,EpiStem Holdings Plc,LSE,Biotechnology,515
OIA,Invesco Municipal Income Opportunities Trust,NYQ,Closed-End Fund - Debt,425
TRTLU,Terrapin 3 Acquisition Corporat,NCM,,0
HRT,Arrhythmia Research Technology Inc.,ASE,Medical Appliances & Equipment,521
TKK1.SG,TAISEI,STU,General Contractors,636
SYNT,"Syntel, Inc.",NMS,Information Technology Services,824
OVG.L,Ovoca Gold plc,LSE,Gold,134
QE1.F,QUESTERRE ENERGY-A,FRA,Independent Oil & Gas,121
XCIA.BE,CHINA UN HK SP ADR,BER,Wireless Communications,840
TBNK,Territorial Bancorp Inc.,NMS,Regional - Pacific Banks,416
NLS,Nautilus Inc.,NYQ,Sporting Goods,316
O3B.F,YOMA STRATEGIC HLDG,FRA,,0
722356.TWO,YUANTA SECURITIES C/W 06/07/16(,TWO,,0
CASS,"Cass Information Systems, Inc.",NMS,Business Services,760
EASTSILK.BO,Eastern Silk Industries Ltd.,BSE,Textile Industrial,628
PAA.TO,Pan American Silver Corp.,TOR,Silver,135
BBTO-B.ST,B&B; Tools AB (publ),STO,Diversified Machinery,622
6888.HK,FREETECH,HKG,,0
TWF.NZ,Smartshares Total World Trust,NZE,,0
NW.V,New World Resource Corp.,VAN,Industrial Metals & Minerals,133
RLG.CN,West Red Lake Gold Mines Inc.,CNQ,,0
VPEMY,SENEX ENERGY LT ADR,PNK,,0
RUCHISTR.BO,Ruchi Strips & Alloys Ltd.,BSE,Steel & Iron,130
BBRI.JK,Bank Rakyat Indonesia (Persero),JKT,,0
UBS,UBS Group AG,NYQ,Foreign Money Center Banks,417
WGLCN,Washington Gas Light Company,PNK,,0
H07.SI,Stamford Land Corporation Ltd,SES,Lodging,710
EB5.SI,First Resources Limited,SES,Farm Products,341
LL6.BE,MTN GROUP,BER,Wireless Communications,840
0QS2.L,Koninklijke Ahold N.V.,LSE,,0
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,NSI,General Contractors,636
AVI.BE,VIKING MINES,BER,Gold,134
XUP.BE,GENFIT,BER,,0
NO1.F,NAVIDEA BIOPHAR,FRA,,0
KPIFF,"Edgewater Wireless Systems, Inc.",PNK,,0
VTC.L,The Vitec Group plc,LSE,Communication Equipment,841
CVCB3F.SA,CVC BRASIL  ON      NM,SAO,,0
TII.BE,TEXAS INSTRUMENTS,BER,Semiconductor - Broad Line,830
FDVA,The Freedom Bank of Virginia,PNK,Regional - Mid-Atlantic Banks,412
NDBKY,Nedbank Group Limited,PNK,,0
LUK,Leucadia National Corporation,NYQ,Investment Brokerage - National,420
DWH.F,DAIWA HOUSE IND,FRA,Real Estate Development,449
721554.TWO,,,,0
YMP3.F,SYMPHONY HLDGS,FRA,,0
0GT1.MU,ARIAN RES,MUN,,0
KOLTEPATIL.NS,KOLTE-PATIL DEVELO INR10,NSI,,0
RED.AX,Red 5 Limited,ASX,Gold,134
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,NSI,Biotechnology,515
TIS.DU,TISCON,DUS,Information Technology Services,824
TB37.QA,QA CB TBill 273D 05Apr16,DOH,,0
XXJZA,BOSTON CAP FD IV 46,PNK,,0
HENC,Holloman Energy Corporation,PNK,Oil & Gas Drilling & Exploration,123
TKRFF,Tinka Resources Ltd.,PNK,,0
GCEH,"Global Clean Energy Holdings, Inc.",PNK,Farm Products,341
HCFB,HCSB Financial Corp.,PNK,Regional - Mid-Atlantic Banks,412
AVP.F,AVON PRODUCTS,FRA,Personal Products,323
NDEV,Novus Acquisition & Development Corp.,PNK,,0
MBT,Mobile TeleSystems PJSC,NYQ,Wireless Communications,840
1594.TWO,JUKAO,TWO,,0
HOME34.SA,"The Home Depot, Inc.",SAO,,0
ZNRGF,Z ENERGY LTD,PNK,,0
OWX.BE,YPSOMED HLDG N,BER,Medical Appliances & Equipment,521
FMER,FirstMerit Corporation,NMS,Money Center Banks,410
MMT,MFS Multimarket Income Trust,NYQ,Closed-End Fund - Debt,425
IDA,"IdaCorp, Inc.",NYQ,Electric Utilities,911
MHH,"Mastech Holdings, Inc.",ASE,Staffing & Outsourcing Services,764
TE18.L,TEST STOCKS ORD,LSE,,0
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",NYQ,Major Airlines,770
RWCB,Redwood Capital Bancorp,PNK,Regional - Pacific Banks,416
MJ3.SG,MICRONICS JAPAN,STU,Semiconductor Equipment & Materials,834
035610.KQ,"Solborn, Inc.",KOE,,0
CWBB,Commonwealth Business Bank,OBB,Regional - Pacific Banks,416
SYHBF,Skyharbour Resources Ltd.,PNK,,0
XNY,China Xiniya Fashion Limited,NYQ,Textile - Apparel Clothing,320
HPR.F,HORIZON PHARMA,FRA,,0
XPG.SG,SCHIBSTED -A-,STU,Publishing - Newspapers,727
XSE.F,SEINO HOLDINGS,FRA,Trucking,774
QNC1.SG,BONTERRA ENERGY,STU,,0
722836.TWO,YUANTA SECURITIES C/W 22/08/16(,TWO,,0
2618.HK,TCL COMM,HKG,Communication Equipment,841
8193.HK,GC PRO SER,HKG,,0
AQQSQ,American Spectrum Realty Inc.,PNK,,0
YG4.MU,LINAS AGRO GROUP,MUN,,0
CTIG,CTI Group Holdings Inc.,PNK,,0
KZLFIN.BO,KZ Leasing & Finance Ltd.,BSE,Credit Services,424
CXX.SG,CLOROX CO.,STU,Personal Products,323
AHURAWE.BO,AHURA WELDING ELECTRODE MANUFA,BSE,,0
TTM,Tata Motors Limited,NYQ,Auto Manufacturers - Major,330
VIPS,Vipshop Holdings Limited,NYQ,Catalog & Mail Order Houses,739
XMF.F,S'TOMO MITSUI FINL,FRA,Money Center Banks,410
KEC.NS,KEC International Limited,NSI,Electric Utilities,911
NCAL,NCAL Bancorp,PNK,Regional - Pacific Banks,416
LG,Spire Inc.,NYQ,,0
CAPP,"Capstone Financial Group, Inc.",OBB,Investment Brokerage - National,420
DMI.BE,DOWA HOLDINGS,BER,Industrial Metals & Minerals,133
XT4Y.BE,XACTLY,BER,,0
GLU-PA,The Gabelli Global Utility and ,ASE,,0
0423.HK,HKET HOLDINGS,HKG,Publishing - Newspapers,727
XXAAC,AEI INCOME & GROWTH,PNK,,0
1171-OL.HK,YANZHOU COAL,HKG,,0
RML.V,Rusoro Mining Ltd.,VAN,Gold,134
VML.V,Viscount Mining Corp.,VAN,,0
DRWIW,DragonWave Inc,NCM,,0
RNY.AX,RNY Property Trust,ASX,REIT - Office,441
6118.TWO,XANDER INTL CORP TWD10,TWO,,0
DV.V,Dolly Varden Silver Corporation,VAN,Silver,135
YB2P.MU,CN VANGUARD,MUN,,0
KBPH,Kyto BioPharma Inc.,PNK,,0
HPDLF,Hopson Development Holdings Ltd.,PNK,,0
WMBY3.SA,WEMBLEY     ON,SAO,,0
NVX,Nuveen California Dividend Advantage Municipal Fund 2,ASE,Asset Management,422
FULLL,Full Circle Capital Corporation,NGM,,0
DPWW,"Diego Pellicer Worldwide, Inc.",OBB,Property Management,448
FG5.F,METALS X,FRA,Copper,131
OKN.F,OKASAN SEC GRP,FRA,Investment Brokerage - National,420
ASLM,American Silver Mining Co.,PNK,,0
AS3.DU,AMTECH SYSTEMS,DUS,Semiconductor Equipment & Materials,834
QUICKHEAL.BO,Quick Heal Technologies Limite,BSE,,0
QSC.BE,QSC N,BER,Wireless Communications,840
Q9W1.BE,AMI RESOURCES,BER,,0
502016.SS,CHANG XIN ASSET MA CSI ONE BELT,SHH,,0
3158.KL,Ynh Property Berhad,KLS,,0
MOD,Modine Manufacturing Company,NYQ,Auto Parts,333
NPG.BE,NIPPON EL GLASS CO,BER,Diversified Electronics,836
XKK.BE,SHOWA SHELL SEKIYU,BER,Oil & Gas Refining & Marketing,122
KOHINOORT.BO,Kohinoor Techno Engineers Limited,BSE,Diversified Machinery,622
QPMC.MU,AQUARIUS PLATINUM,MUN,,0
4703.TWO,YANG HWA TECHNOLOG TWD10,TWO,,0
W9U.F,CENVEO,FRA,,0
PHI.L,Pacific Horizon Ord,LSE,Asset Management,422
1194-OL.HK,C PRECIOUSMETAL,HKG,,0
ICP.TO,IC Potash Corp.,TOR,Agricultural Chemicals,112
TRU,TransUnion,NYQ,Business Services,760
CUV.V,Cuba Ventures Corp.,VAN,,0
VMC.BE,VULCAN MATERIALS,BER,General Building Materials,634
VTL6.BO,VARDHMAN TEXTILES LIMTED,BSE,,0
SUHJF,Sun Hung Kai Properties Limited,PNK,,0
KLEG,Blue Sugars Corporation,PNK,,0
Y8I.MU,ZUBLIN IMMOB.,MUN,,0
GEN.TO,GeneNews Limited,TOR,Medical Laboratories & Research,525
FMY,First Trust Mortgage Income Fund,NYQ,Closed-End Fund - Debt,425
APGN.L,Applegreen Plc,LSE,,0
LJ1.F,CORE,FRA,,0
